3124,2,4186
1392,0,1588
5969,0,8453
7383,0,10574
8371,0,12056
1056,2,1084
9972,2,14458
1054,2,1081
4950,0,6925
7343,0,10514
8549,2,12323
2134,2,2701
1169,0,1253
4597,1,6395
2372,1,3058
3767,0,5150
1008,2,1012
9735,1,14102
1389,0,1583
4077,1,5615
4589,2,6383
4954,2,6931
8997,1,12995
904,2,856
7611,1,10916
7598,0,10897
5531,0,7796
8580,2,12370
4385,2,6077
2802,2,3703
9062,2,13093
5486,0,7729
8458,2,12187
6292,2,8938
515,1,272
9824,1,14236
9705,1,14057
3963,1,5444
2389,0,3083
5061,1,7091
6816,2,9724
8974,0,12961
832,0,748
6051,2,8576
8503,1,12254
8397,0,12095
9809,0,14213
2211,1,2816
3328,2,4492
948,0,922
1852,1,2278
2581,2,3371
5186,1,7279
6612,1,9418
7150,2,10225
5878,0,8317
9862,2,14293
1108,2,1162
1987,0,2480
6542,0,9313
9621,0,13931
4731,0,6596
1703,2,2054
7652,1,10978
4168,0,5752
5789,2,8183
5256,2,7384
2353,1,3029
7775,1,11162
9379,1,13568
8471,2,12206
3289,1,4433
8083,2,11624
998,1,997
1759,1,2138
9992,1,14488
879,2,818
7047,0,10070
9118,2,13177
9803,1,14204
7561,2,10841
8075,1,11612
1677,1,2015
2275,0,2912
2754,1,3631
1847,2,2270
270,2,-95
4354,0,6031
842,1,763
984,1,976
9430,2,13645
496,2,244
5703,2,8054
5870,0,8305
4096,0,5644
3566,2,4849
1923,0,2384
1721,0,2081
9059,2,13088
6337,1,9005
889,2,833
2986,1,3979
6467,0,9200
2928,2,3892
3284,2,4426
6562,0,9343
1340,2,1510
3065,1,4097
9951,2,14426
870,2,805
1404,0,1606
2829,2,3743
9832,0,14248
6669,1,9503
711,0,566
6740,2,9610
4642,1,6463
7664,2,10996
9769,1,14153
967,2,950
513,0,269
7741,2,11111
5873,0,8309
9973,0,14459
7932,0,11398
9289,2,13433
6253,2,8879
697,1,545
3173,2,4259
8924,1,12886
9160,2,13240
1530,0,1795
3905,0,5357
6602,1,9403
5114,1,7171
3665,2,4997
9205,1,13307
891,1,836
5751,1,8126
9869,0,14303
5764,0,8146
7227,1,10340
370,0,55
5261,0,7391
48,2,-428
3197,2,4295
4150,0,5725
7666,2,10999
3918,2,5377
5018,1,7027
9518,2,13777
5520,2,7780
7603,0,10904
1597,2,1895
6408,2,9112
2415,0,3122
7809,1,11213
6712,1,9568
9316,2,13474
3065,2,4097
4398,2,6097
1713,0,2069
9815,2,14222
6126,2,8689
9641,2,13961
8449,1,12173
8041,1,11561
5710,2,8065
2493,1,3239
9662,0,13993
3325,1,4487
2463,2,3194
8198,1,11797
9502,0,13753
890,2,835
2983,2,3974
2905,1,3857
1816,0,2224
7756,1,11134
6680,2,9520
7448,1,10672
4647,1,6470
7966,2,11449
1665,0,1997
2576,1,3364
3436,0,4654
572,0,358
4617,0,6425
9747,1,14120
2448,1,3172
2834,0,3751
6504,0,9256
6241,2,8861
3141,0,4211
1845,1,2267
8763,1,12644
5390,2,7585
7793,2,11189
7387,1,10580
9342,1,13513
2990,2,3985
2338,0,3007
7699,1,11048
6799,1,9698
9704,0,14056
1615,0,1922
4831,1,6746
1349,0,1523
3996,0,5494
6209,0,8813
1908,1,2362
6016,2,8524
1798,0,2197
8616,0,12424
263,0,-105
7085,1,10127
7979,2,11468
9819,1,14228
5088,0,7132
6792,2,9688
9831,0,14246
5124,2,7186
5563,0,7844
3034,1,4051
1377,0,1565
8008,0,11512
4444,2,6166
8501,0,12251
176,0,-236
